,text,labels
52,[C][C][O][C][=C][C][=C][Branch2_1][Branch1_1][N][N][=N][C][=C][C][=C][Branch2_1][Ring2][Ring2][C][=C][C][=C][C][=C][Branch1_1][S][N][=N][C][=C][C][=C][Branch1_1][Ring2][O][C][C][C][=C][Ring1][Branch2_2][C][=C][Ring1][P][S][Branch1_2][C][=O][Branch1_2][C][=O][O-expl][C][Branch1_1][Branch2_2][S][Branch1_2][C][=O][Branch1_2][C][=O][O-expl][=C][Ring2][Ring1][P][C][=C][Ring2][Ring2][Branch2_2],0.0
53,[O][=C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][Branch1_2][C][=O][C][Ring1][Branch2_3][C][=C][C][=C][C][=C][Branch1_1][Branch2_2][S][Branch1_2][C][=O][Branch1_2][C][=O][O-expl][C][=C][Branch1_1][Branch2_2][S][Branch1_2][C][=O][Branch1_2][C][=O][O-expl][C][Ring1][=C][=N][Ring2][Ring1][C],0.0
54,[O][=C][Branch2_1][Branch1_2][Ring2][N][C][=C][C][=C][C][Branch1_1][C][O][=C][Branch2_1][Ring2][Ring1][N][=N][C][=C][C][=C][Branch2_1][Ring1][Branch1_1][N][=N][C][=C][C][=C][Branch1_1][Branch2_2][S][Branch1_2][C][=O][Branch1_2][C][=O][O-expl][C][=C][Ring1][Branch2_3][C][=C][Ring2][Ring1][C][C][Branch1_1][Branch2_2][S][Branch1_2][C][=O][Branch1_2][C][=O][O-expl][=C][C][Ring2][Ring1][#C][=C][Ring2][Ring2][Ring1][C][=C][C][=C][C][=C][Ring1][Branch1_2],0.0
55,[C][S][C][=C][C][=C][C][Branch1_2][Ring2][=C][Ring1][Branch1_2][C][Branch1_1][N][N][C][C][N][Branch1_1][C][C][C][C][Ring1][Branch1_3][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][S][Ring2][Ring1][Ring1],0.0
56,[C][O][C][C][C][C][/C][Branch1_2][Branch1_2][=N][\O][C][C][N][C][=C][C][=C][Branch1_1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F][C][=C][Ring1][Branch2_3],0.0
57,[C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][O],0.0
58,[C][C][=N][C][Branch1_1][C][C][=C][Branch1_1][C][C][N][=C][Ring1][Branch2_1][C],0.0
59,[C][C][=C][C][Branch1_1][C][O][C][C][Branch1_1][C][C][Branch1_1][C][C][C][Ring1][Branch2_2],0.0
60,[C][C][=C][N][=C][Branch1_1][C][C][C][Branch1_1][C][C][=N][Ring1][Branch2_1],0.0
61,[C][C][Branch1_1][C][C][C][O][C][Branch1_2][C][=O][C][=C][C][=C][C][=C][Ring1][Branch1_2],0.0
62,[C][=C][Branch1_1][C][C][C@@Hexpl][C][C][=C][Branch1_1][C][C][C][C][Ring1][Branch1_3],0.0
63,[O][=N+expl][Branch1_1][C][O-expl][O-expl].[O][=N+expl][Branch1_1][C][O-expl][O-expl].[Ca+2expl],0.0
64,[N][C][=C][C][=C][Branch1_1][C][N][C][Branch1_1][Branch1_2][N+expl][Branch1_2][C][=O][O-expl][=C][Ring1][Branch2_3],0.0
65,[C][C][C][O][C][=C][C][=C][C][=C][Ring1][Branch1_2][N][Ring1][Branch2_3],0.0
66,[O][=C][Branch1_1][C][O][C][=C][C][Branch1_1][C][Cl][=C][C][Branch1_1][C][Cl][=C][Ring1][Branch2_1][O],0.0
67,[C][C][C][C][C][C][C][C][C][C][C][C][Branch1_2][C][=O][N][C][C][C][N][Branch1_1][C][C][C],0.0
68,[C][C][Branch1_1][C][C][C][C][C][C][C][O][C][Branch1_2][C][=O][C][C][S],0.0
69,[O][=N+expl][Branch1_1][C][O-expl][C][=C][C][Branch1_1][Branch2_2][Asexpl][Branch1_2][C][=O][Branch1_1][C][O][O][=C][C][=C][Ring1][Branch2_3][O],0.0
70,[C][C][C][Branch1_1][Branch2_3][C][O][C][Branch1_2][C][=O][C][C][S][Branch1_1][Branch2_3][C][O][C][Branch1_2][C][=O][C][C][S][C][O][C][Branch1_2][C][=O][C][C][S],0.0
71,[C][=C][C][O][C][=C][Branch1_1][C][Br][C][=C][Branch1_1][C][Br][C][=C][Ring1][Branch2_1][Br],0.0
72,[F][B-expl][Branch1_1][C][F][Branch1_1][C][F][F].[H+expl],0.0
73,[C][C][Branch1_1][C][C][C@Hexpl][C][C][C@Hexpl][Branch1_1][C][C][C][C@@Hexpl][Ring1][Branch1_3][O],0.0
74,[C][Branch1_2][Branch2_3][=C][/C][=C][C][=C][C][=C][Ring1][Branch1_2][\C][=C][C][=C][C][=C][Ring1][Branch1_2],0.0
75,[C][C][=C][C][=C][C][Branch1_1][=N][C][=C][C][=C][C][=C][C][=C][Ring1][Branch1_2][Ring1][Branch2_3][=C][Ring1][=C],0.0
76,[C][N][C][Branch1_2][C][=O][C][=C][Branch1_1][=C][N][=C][N][Ring1][Branch1_1][C][C][O][C][C][O][Ring1][Branch1_1][N][Branch1_1][C][C][C][Ring1][P][=O],0.0
77,[C][C@Hexpl][O][C@@Hexpl][Branch1_1][S][N][C][=C][Branch1_1][C][F][C][Branch1_2][C][=O][NHexpl][C][Ring1][Branch2_1][=O][C@Hexpl][Branch1_1][C][O][C@@Hexpl][Ring1][#C][O],0.0
78,[C][N][C][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C@Hexpl][Ring1][Branch2_3][C][C][=C][C][=C][Branch1_1][C][O][C][Branch1_1][C][O][=C][Ring1][Branch2_1][Ring1][N],0.0
79,[C][O][C][Branch1_2][C][=O][C][=C][C][C][N][Branch1_1][C][C][C][Ring1][Branch1_3],0.0
80,[C][O][C][=C][C][=C][Branch2_1][Ring1][C][C][C][Branch1_2][C][=O][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][Ring1][Branch2_3][=O][C][=C][Ring1][P],0.0
81,[C][C][=C][C][=C][Branch1_1][Branch1_2][C][Branch1_2][C][=O][O][C][=C][Ring1][Branch2_2][N+expl][Branch1_2][C][=O][O-expl],0.0
82,[C][C][=C][C][Branch1_1][Branch1_2][C][Branch1_2][C][=O][O][=C][C][=C][Ring1][Branch2_2][N+expl][Branch1_2][C][=O][O-expl],0.0
83,[C][C][C][C][Branch1_1][Ring2][C][C][C][C][Branch1_2][C][=O][O][C@@Hexpl][C][C@@Hexpl][C][C][C@Hexpl][Branch1_1][Ring2][C][Ring1][Branch1_3][N+expl][Ring1][Branch1_2][Branch1_1][C][C][C],0.0
84,[C][C][C][C][C][C][Branch1_1][C][C][O],0.0
85,[O][=C][Branch1_1][C][O-expl][C][=C][C][=C][C][=C][Ring1][Branch1_2][O],0.0
86,[N][C][Branch1_2][C][=O][C][=C][C][=C][C][=C][Ring1][Branch1_2],0.0
87,[C][C][N][C][C][C][N][=C][Branch1_1][C][N][O][C][Expl=Ring1][Branch1_2][C][C][Ring1][O],0.0
88,[C][C][Branch1_1][C][C][Branch1_1][C][C][C@expl][Branch1_1][C][O][C][C][N][C][C@Hexpl][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][C][=C][C][=C][C][Branch1_2][Branch1_2][=C][Ring1][Branch1_2][Ring1][#C][C@@Hexpl][Ring2][Ring1][C][C][Ring2][Ring1][Branch1_3],0.0
89,[O][=C][C][Branch1_1][=N][N][Branch1_1][Ring1][C][O][C][Branch1_2][C][=O][N][C][O][N][Branch1_1][Ring1][C][O][C][Branch1_2][C][=O][N][Ring1][S][C][O],0.0
90,[O][=C][NHexpl][C][Branch1_2][C][=O][N][Branch1_1][#C][C@Hexpl][C][C@Hexpl][Branch1_1][C][O][C@@Hexpl][Branch1_1][Ring1][C][O][O][Ring1][Branch2_1][C][=C][Ring1][#C][/C][=C][/Br],0.0
91,[O][C][C][N][C][C][N][Branch2_1][Ring1][Branch2_2][C][C][C][N][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][C][=C][Ring1][Branch1_2][Ring1][#C][C][C][Ring2][Ring1][Branch2_1],0.0
92,[C][C][Branch1_1][C][C][N][C][C@@Hexpl][Branch1_1][C][O][C][O][C][=C][C][=C][Branch1_1][Branch1_3][C][C][Branch1_1][C][N][=O][C][=C][Ring1][Branch2_3],0.0
93,[C][C][N][C][Branch1_2][C][=O][N][C][C][N][Branch2_1][Ring1][=N][C][C][C][C][Branch1_1][N][C][=C][C][=C][Branch1_1][C][F][C][=C][Ring1][Branch1_3][C][=C][C][=C][Branch1_1][C][F][C][=C][Ring1][Branch1_3][C][C][Ring2][Ring1][Branch2_1],0.0
94,[N][C][=C][C][=C][Branch1_1][Branch1_2][N+expl][Branch1_2][C][=O][O-expl][C][=C][Ring1][Branch2_2][N],0.0
95,[I-expl].[K+expl],0.0
96,[O][=C][Branch1_1][P][C][=C][C][=C][C][=C][Branch1_1][C][O][C][Branch1_1][C][O][=C][Ring1][Branch2_1][O][C@@Hexpl][C][C@expl][Branch1_1][C][O][Branch1_1][Branch1_2][C][Branch1_2][C][=O][O][C][C@@Hexpl][Branch1_1][C][O][C@Hexpl][Ring1][O][O],0.0
97,[O][C][=N][C][Branch1_1][C][Cl][=C][Branch1_1][C][Cl][C][=C][Ring1][Branch2_1][Cl],0.0
98,[C][/C][=C][/C][=C][/C][=O],0.0
99,[O][=N+expl][Branch1_1][C][O-expl][C][=C][C][Branch1_1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F][=C][C][Branch1_1][Branch1_2][N+expl][Branch1_2][C][=O][O-expl][=C][Ring1][=N][Cl],0.0
100,[C][Siexpl][Branch1_1][C][C][Branch1_1][C][C][N][Siexpl][Branch1_1][C][C][Branch1_1][C][C][C],0.0
101,[C][=C][C][Branch1_2][C][=O][O][C][C][Cl],0.0
102,[C][O][C][C][Branch1_1][C][C][N][Branch1_1][Branch1_3][C][Branch1_2][C][=O][C][Cl][C][C][Branch1_1][C][C][=C][S][C][Expl=Ring1][Branch1_2][C],1.0
103,[C][N][Branch1_1][C][C][C][C][N][N][=N][N][=C][Ring1][Branch1_1][S][C][C][=C][Branch1_1][Branch1_2][C][Branch1_2][C][=O][O][N][C][Branch1_2][C][=O][C@@Hexpl][Branch1_1][P][N][C][Branch1_2][C][=O][C][C][=C][S][C][Branch1_1][C][N][=N][Ring1][Branch1_2][C@Hexpl][Ring1][#C][S][C][Ring2][Ring1][Branch1_2],0.0
104,[C][/C][Branch2_2][Ring1][Branch1_2][=N][\N][C][Branch1_2][C][=O][N][C][=C][C][Branch1_1][C][F][=C][C][Branch1_1][C][F][=C][Ring1][Branch2_1][C][=N][C][=C][C][=C][Ring1][Branch1_2][C][Branch1_2][C][=O][O-expl],0.0
105,[C][C][C][O][C][Branch1_1][Branch2_2][C][N][C][=N][C][=N][Ring1][Branch1_1][Branch2_1][Ring1][Branch2_1][C][=C][C][=C][Branch1_1][=N][O][C][=C][C][=C][Branch1_1][C][Cl][C][=C][Ring1][Branch1_3][C][=C][Ring1][=C][Cl][O][Ring2][Ring1][Branch2_3],0.0
106,[C][C][N][Branch1_1][Ring1][C][C][C][C][O][C][Branch1_2][C][=O][C][Branch1_1][S][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][Branch2_3][Ring1][Branch1_2][C][C][C][C][C][O][Ring1][Branch1_1],0.0
107,[C][C][N][C@Hexpl][C][C@Hexpl][Branch1_1][C][C][S][Branch1_2][C][=O][Branch1_2][C][=O][C][S][C][Branch1_1][Branch2_2][S][Branch1_1][C][N][Branch1_2][C][=O][=O][=C][C][Expl=Ring1][Branch2_2][Ring1][S],0.0
108,[C][C][N][C@Hexpl][C][N][Branch1_1][Branch1_2][C][C][C][O][C][S][Branch1_2][C][=O][Branch1_2][C][=O][C][S][C][Branch1_1][Branch2_2][S][Branch1_1][C][N][Branch1_2][C][=O][=O][=C][C][Expl=Ring1][Branch2_2][Ring2][Ring1][Ring2],0.0
109,[C][C][Branch1_1][C][C][N][Branch2_1][Ring1][=N][C][C][C][Branch1_1][Branch1_2][C][Branch1_1][C][N][=O][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=N][Ring1][Branch1_2][C][Branch1_1][C][C][C],0.0
110,[C][C][C@Hexpl][C@@Hexpl][C][C@Hexpl][C@@Hexpl][N][Branch1_1][C][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C@expl][Ring1][Branch2_3][C][C@@Hexpl][Branch1_1][Branch2_1][C][Ring1][S][C@Hexpl][Ring1][Branch1_1][O][N][Ring1][P][C@@Hexpl][Ring2][Ring1][Branch1_1][O],0.0
111,[C][C][Branch1_1][C][C][O][C@@Hexpl][C][C@Hexpl][C@@Hexpl][C][C@Hexpl][Branch1_1][C][F][C][=C][C][Branch1_2][C][=O][C][=C][C@expl][Ring1][Branch1_3][Branch1_1][C][C][C@Hexpl][Ring1][=N][C@@Hexpl][Branch1_1][C][O][C][C@expl][Ring2][Ring1][C][Branch1_1][C][C][C@expl][Ring2][Ring1][Branch1_2][Branch1_1][Branch1_3][C][Branch1_2][C][=O][C][O][O][Ring2][Ring1][=C],0.0
112,[C][S][C][Branch1_2][C][=O][C][=C][Branch1_1][Branch1_2][C][Branch1_1][C][F][F][N][=C][Branch1_1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F][C][Branch1_1][Branch1_3][C][Branch1_2][C][=O][S][C][=C][Ring1][P][C][C][Branch1_1][C][C][C],0.0
113,[O][=C][Branch1_1][C][O][/C][=C][Branch1_1][Branch1_3][\C][C][Branch1_2][C][=O][O][C][Branch1_2][C][=O][O],0.0
114,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1_2][C][=O][O][C@@Hexpl][C][C][Branch1_1][C][C][=C][Branch2_1][Branch1_2][Branch1_2][/C][=C][/C][Branch1_1][C][C][=C][/C][=C][/C][Branch1_1][C][C][=C][/C][=C][\C][=C][Branch1_1][C][C][\C][=C][\C][=C][Branch1_1][C][C][\C][=C][\C][=C][Branch1_1][C][C][C][C@@Hexpl][Branch2_1][Ring1][Branch1_1][O][C][Branch1_2][C][=O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring2][Ring1][Branch2_2][Branch1_1][C][C][C][C][Branch1_1][C][C][Branch1_1][C][C][C][Ring2][Branch1_1][Branch2_3],0.0
115,[O][=C][Branch1_1][Ring1][C][O][C@@Hexpl][Branch1_1][C][O][C@Hexpl][Branch1_1][C][O][C@@Hexpl][Branch1_1][C][O][C][O],0.0
116,[C][C][=C][Branch1_1][=C][C][Branch1_2][C][=O][N][C][=C][C][=C][C][=C][Ring1][Branch1_2][S][Branch1_2][C][=O][Branch1_2][C][=O][C][C][O][Ring1][P],0.0
117,[C][N][C][C][Branch1_2][C][=O][C][=C][C][=C][Branch1_1][C][O][C][Branch1_1][C][O][=C][Ring1][Branch2_1],0.0
118,[C][C][Branch1_1][C][C][Branch1_1][C][C][C][C][C][C][Branch1_2][C][=O][C][C][Ring1][Branch1_3],0.0
119,[C][N][Branch1_1][C][C][C@@Hexpl][C][Branch1_1][C][O][=C][Branch1_1][=C][C][Branch1_2][C][=O][N][C][N][C][C][C][C][Ring1][Branch1_1][C][Branch1_2][C][=O][C@@expl][Branch1_1][C][O][C][Branch1_1][C][O][=C][C][Branch1_2][C][=O][C][=C][Branch1_1][C][O][C][=C][C][=C][Ring1][Branch1_3][C@@expl][Branch1_1][C][C][Branch1_1][C][O][C][Ring1][=C][C][C@@Hexpl][Ring2][Ring2][Ring1][Ring2][Ring1][Ring2],0.0
120,[C][N][C][C][N][=C][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][Branch1_1][C][Cl][=C][C][=C][Ring1][Branch1_3][Ring2][Ring1][C],0.0
121,[C][N][Branch1_1][C][C][C][C][C][=C][NHexpl][C][=C][C][=C][Branch1_1][Branch2_2][C][N][C][=N][C][=N][Ring1][Branch1_1][C][=C][Ring1][#C][Ring1][N],0.0
122,[C][C][C][C][C][Branch1_2][C][=O][O-expl],0.0
123,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1_2][C][=O][O][C],0.0
124,[N][C][=C][C][=N][C][=C][Ring1][Branch1_2][N],0.0
125,[C][C][C][C][C][C][C][Branch1_1][C][C][O],0.0
126,[C][C][C][Siexpl][Branch1_1][Ring1][O][C][Branch1_1][Ring1][O][C][O][C],0.0
127,[C][C][=C][Branch1_1][Ring2][C][C][=O][C][Branch1_1][C][C][Branch1_1][C][C][C][C][C][Ring1][O],0.0
128,[N][C][C][N][C][C][N][C][C][N],0.0
129,[C][C@expl][C][C][C@Hexpl][C@@Hexpl][Branch2_1][Ring1][Branch2_1][C][C][C@@expl][O][C@@Hexpl][Ring1][Ring1][C][Branch1_1][C][O][=C][Branch1_1][Ring1][C][#N][C][C@expl][Ring1][=C][Ring1][Branch2_3][C][C@@Hexpl][Ring2][Ring1][Ring1][C][C][C@@Hexpl][Ring2][Ring1][Branch1_2][O],0.0
130,[C][C][C][C][C][O][C][Branch1_1][Branch2_2][C][N][C][=N][C][=N][Ring1][Branch1_1][Branch1_1][=N][C][=C][C][=C][Branch1_1][C][Cl][C][=C][Ring1][Branch1_3][Cl][O][Ring2][Ring1][Ring1],1.0
131,[C][C][=C][C][=C][Branch1_1][C][N][C][Branch1_1][C][N][=C][Ring1][Branch2_1],0.0
132,[C][C][C][C][C][N][C][C][C][C][C],0.0
133,[C][O][C][C][Branch1_1][C][C][O],0.0
134,[C][=C][C][=C][C][Branch1_2][Ring2][=C][Ring1][Branch1_2][O][C][=C][C][=C][C][=C][Ring1][Branch1_2][S][Ring1][O],0.0
135,[C][C][C][N][Ring1][Ring1],0.0
136,[C][C][C][=C][N][=C][Branch2_1][Ring1][Branch1_1][C][=N][C][Branch1_1][C][C][Branch1_1][Branch1_2][C][Branch1_1][C][C][C][C][Branch1_2][C][=O][N][Ring1][Branch2_3][C][Branch1_1][Branch1_2][C][Branch1_2][C][=O][O][=C][Ring2][Ring1][Ring1],0.0
137,[N][C][C][Branch1_2][C][=O][C][C][C][Branch1_2][C][=O][O],0.0
138,[Cl][C][=C][C][=C][Branch2_1][Ring1][Branch2_3][C][Branch1_1][Branch2_2][C][N][C][=C][N][=C][Ring1][Branch1_1][O][C][C][=C][Branch1_1][C][Cl][C][=C][C][=C][Ring1][Branch1_3][Cl][C][Branch1_1][C][Cl][=C][Ring2][Ring1][Branch2_1],1.0
139,[Cl][C][=C][N][=C][Branch2_1][Ring1][Branch2_2][O][C][=C][C][=C][Branch1_1][=C][O][C][=N][C][=C][Branch1_1][C][Cl][C][=C][Ring1][Branch1_3][Cl][C][=C][Ring1][#C][C][Branch1_1][C][Cl][=C][Ring2][Ring1][Branch1_3],0.0
